author,date,rating,restaurant,review
['Biggy H.'],['2/18/2020'],['5 star rating'],['Korea House'],"['Another amazing meal at Korea house...I had the kimchee soft tofu and pork stew...It came with rice,noodles and assorted side dishes..DELICIOUS...Wifey had a Bibim Bap-Rice vegatables meat and egg...very delicious...We are always coming back for more!!!', '...']"
"['Shayla B.', ""Elite '2020""]",['3/21/2019'],['4 star rating'],['Korea House'],"['Solid Korean Cuisine in CoCo county! I came here one afternoon for lunch and left with a full tummy and a smile on my face. Not only is the food tasty, but the portions are HUGE and the lunch specials are seriously a steal for the price! Lunch is served 7 day a week from 11a-3p and the restaurant closes down between 3p-5p to shift over their dinner menu (just during the week).', ' ', ""I ordered the gal bi lunch plate which came with a bento box of salad, rice, tempura, jap chae noodles, soup, and various banchan appetizers. Yes, HELLA food for lil' ol' me! Service was quick and efficient but nothing over the top. The gal bi arrived sizzling on a hot skillet and the aromas smelled amazing! It was well flavored and the green onion garnish was a great touch."", ' ', ""Although they provided a huge portion of meat, many of the pieces were more fatty than lean. I always expect some fat on the gal bi, but this portion seemed to have a lot more fat than actual meat. But, the meaty parts tasted incredible. The banchan was average, but I've never been a huge fan of banchan anyways. All of the other side dishes in the bento box tasted very good. I really enjoyed the salad and the tempura. "", 'Ultimately, this spot was a great deal for all that I received! Would love to come back to try their spicy pork and soft tofu soup because they look delicious in the pictures.']"
['Mojola O.'],['9/8/2020'],['5 star rating'],['Carnes Jalisco'],"['So I waited to leave this review since i wanted to try the spot at least twice before leaving a honest review. ', 'Both times are during COVID so a bit hard to rate customer service but they always seem so happy when you walk in the door. ', ""I've ordered the birria nachos, birra tacos ( bomb every damn time), Birria burrito and the chicken birria burrito. "", ""The nachos were fire and so damn filling for $8! I couldn't believe how cheap it was for the amount of food we got. These type of nachos are literally $12 + at some spots ( please don't change your prices) lol "", ""The birria tacos with consume are so damn flavorful and juicy. I'm legit salivating right now thinking about them. "", ""The birria burrito was just as \xa0flavorful as the taco. I wasn't the biggest fan of the chicken but in their defense I'm not a huge shredded chicken fan.. idk why I'm weird but shredded chicken just isn't my jam."", ""I'm from SoCal and honestly \xa0I've had better in LA but this is the best I've had in the Bay. Someone hit me up if you know of better spots please. \xa0I've been craving birria and they hit the spot. I have no major critiques! "", ' 10/10 would recommend']"
['Khaled G.'],['8/5/2020'],['5 star rating'],['Carnes Jalisco'],"[""Every year I visit LA. Some of the best birria tacos I've had were there and until today I thought LA was the only place for the best birria tacos."", 'To my pleasant surprise, this local restaurant had was even better. I am still in disbelief.', ""Let's back up. I went in for lunch and made my take out order and was told it would take about 10. I come back from my car and it was not started; they had lost the order. I was a little discouraged, but it was ok. For the additional wait, they gave me a free horchata."", 'This horchata made up for all my discouragement. Not too sweet, thick, and with a lot of cinnamon. Perfect for the upcoming meal.', '5 minutes later, the food was done. We ordered two birria tacos with cheese, chicken quesadilla, and beef nachos. What a beautiful sight it was..', 'The birria tacos came with a consome, cilantro cream sauce and a citrus chilli sauce. My favorite was the citrus chilli as it cut the richness of the meat. The meat was epic - super tender brisket (I think) and a lot of it. The sauces provided a variety of creamy, spicy, aciding, and herby flavors. I was in bliss.', ""The quesadilla was ordered with chicken. \xa0Yes, it's shredded chicken breast and in any other circumstances this would be disappointing.. because breast meat tends to be dry. \xa0No. Not this chicken. It was juicy from a kind of chipotle stew. \xa0On the side was a well paired creamy chipotle sauce. \xa0It was delightful and might be a regular item for me as it's not overly heavy."", 'Everything was pretty amazing but then nachos stole the show. \xa0Imagine all the amazingness of all the other items mixed into on big pile and you have the nachos. \xa0This is the restaurants best display of generosity, fresh ingredients, and perfect assembly. Every part of this monstrosity was delicious. Chips were not greasy. Cheese was not nacho cheese but still managed to stay melted for 40min while we are. Again, plenty of tender brisket. Guacamole was pure without fillers. Finally a big dollop of chipotle sauce. ', 'I want to detail every part of how perfect this meal was, but I think I can simply say it was made like they were making it for themselves with great skills and passion. \xa0All I can think about now is my next visit.']"
['Stacey O.'],['9/5/2020'],['5 star rating'],['Carnes Jalisco'],"[""Great stuff, to-go order that we drove across town (20 minutes) was still great on arrival (had the sandwiches, nachos, and queso-birria tacos). \xa0The birria flavor was perfect, the bread chewy/crusty french style, and all the sauces flavorful (especially liked the chipotle mayo). \xa0Surprised the nacho's held up as well as they did for takeout. \xa0Will defiantly go back!""]"
['Kimberly M.'],['10/4/2020'],['4 star rating'],['Carnes Jalisco'],"['This review is delayed; food/service may have changed since my last visit.', ""I ordered regular birria tacos, quesabirrias, nachos, and burritos for a family of five. It was about ~$65. I didn't mind the price much because I really wanted to try this place and support a local business. I ordered over the phone and picked up with no issue. Here are pros and cons of the food:"", 'Birria taco pros - Tender meat and super packed! Cons - Dry unless you add consome (side sauce). Salsas were mostly flavorless.', ""Quesabirria pros - Meat was flavorful and taco was also super packed. HOWEVER, the cheese had no flavor and was greasy. I might be a cheese snob, but I think most would agree good cheese should be expected in quesadillas and quesabirrias. I can't call myself a fan of these quesabirrias."", 'Nachos pros - Everyone loved these. Cons - The flavorless cheese...Can I suggest shredded Monterey Jack cheese from Costco? Or mozzarella. Please change the cheese!', 'Burrito pros - HUGE with beautifully toasted tortilla which I loved! Cons - Mostly packed with beans on the inside.', 'TL;DR--Support this business! I hope the next time I go they have better cheese and more meat instead of beans in their burritos.']"
"['James H.', ""Elite '2020""]",['8/7/2020'],['4 star rating'],['Carnes Jalisco'],"['Another new birria taco spot, another welcome addition. A bit hard to find but when you first enter the plaza its one of the first few businesses. ', ""Fairly simple and small menu. I had the beef dip and birria/quesabirria tacos. I wasn't too much of a fan of the beef dip. The cheese was a bit odd and reminded me of a grilled cheese but with beef in it. "", ""I liked the birria and quesabirria. I haven't had too many but a bit heavier than your average taco. "", 'Service was really nice and personable.']"
['Michael L.'],['10/3/2020'],['5 star rating'],['Carnes Jalisco'],"['first time here today and i will definitely be back. the food is excellent and very low price for the quality. I got the beef dip, Keto Taco, and Quesa Taco. All 3 exceeded expectations. The meat was soft and lean. no fatty bits like other places. The food is hearty. wish they sell chips to pair with the food. Overall i am impressed by this restaurant. Thank you for serving the community with great food at low prices.']"
['Joe J.'],['10/17/2020'],['5 star rating'],['Carnes Jalisco'],"['Excellent food and service. \xa0', ""One of the best places I've been to. \xa0It's just as good as places in Jalisco""]"
['Jake R.'],['10/2/2020'],['5 star rating'],['Carnes Jalisco'],"[""Great little spot right off 242 in Concord. All they do is Birria and it's open until they run out. Great portions and the meat is tender and flavorful. Nice staff too! Highly recommend the nachos and QuesoBirria taco. The sando is next on the list. Enjoy!""]"
"['Tre S.', ""Elite '2020""]",['7/9/2020'],['5 star rating'],['Carnes Jalisco'],"['Well, here I go with Review #400!!!! I know, some may say for as long as I have been a ""Yelper"" now that I should have plenty more reviews, but there is that thing called....""Life"" and it happens sometimes. This is going to be the first time one of my ""milestone reviews"" isn\'t a SF establishment that seemed to have been the case from the start of my journey to now me being the ""Legendary King of Gold"" I\'m actually pretty proud to highlight this very new business and do a review for them and them also being my ""400th"" review. With current events happening in the world right now, supporting ""All"" small businesses is very crucial for many to stay afloat. ""Carnes Jalisco"" is super new, and I\'m pretty sure opening a business during what\'s going on wasn\'t ideal. But lucky me I was able to catch them for their soft opening before they temporarily closed. So, another 5 Star review, this place is totally deserving of it. Allow me to tell you why ""Birria"" isn\'t just a ""Taco"" thing any longer.', '""Carnes Jalisco""', 'Location - Concord, Ca', 'Food - Birria Taco, Birria Dip, Large Horchata', 'Price - $16.31', 'Carnes Jalisco:', '""Carnes Jalisco"" I actually found out about through my ""Yelp"" compadre ""Casey C."" on ""The Gram"" (Instagram) They had opened for a soft opening on June 28th and he had posted his meal that he had there. I was all about that clout, I knew I had to go and make my mark. I decided to check out their page and liked what I saw. I directly came on ""Yelp"" right after and found their business page and bookmarked. The location sits right off the Solano exit in Concord. It sits in a small little strip mall with a ""Dollar General"" if you need a visual reference. So this establishment is very simple and not over the top and their menu also proves this which will be pictured later in the review. Now let me talk about the menu, there are only seven main items and one dessert on the menu. You have Beef (Birria Style) and Chicken as your protein options, Flan is the dessert. 3 Taco options, one being ""Keto"" a Birria styled Beef Dip, Burrito and a Quesadilla. Well I has two of the mentioned main menu items, let me tell you about what I had..', 'Birria Beef Dip $8.00 - Now this worked all the way, Birria Beef instead of your standard beef was amazing with ""Birria"" and ""Consomme"". So, if you\'ve had a ""French Dip"" or any dip sandwich, you should know the general jist of what this sandwich is. This was perfect, like ""Birria"" is already great with the tacos, but in sandwich form it holds more of the juice when you dip it. This is one of the small things in life that makes to want to hug the person that made it and tell them thank you. Simple and tasty, and made super fresh, I\'m a fan and for them being the first taqueria I\'ve saw so far with a sandwich dip varient on the menu, I will credit ""Carnes Jalisco"" with being the firsts.', 'Quesabirria $3.50 - So, as you all should know that a ""Quesabirria"" is a ""Birria Taco"" just with added cheese. Honestly the cheese hold these types of tacos together for me, although they be ""Juicy, Juicy"" and you could see it from the front and see it from the back back..ok enough with the song puns. This was good as well, I only got one because I knew the sandwich was going to fill me up. I choose the beef birria just as I had with the sandwich and it was delicious and a nice size as compared to others I\'ve had from other establishments. They filled it with a nice amount of meat, onions and other condiments. I\'m a fan of this as well.', ""Large Horchata $3.50 - Pretty good horchata, tasted pretty good. IDK if it's house made, but I still enjoyed it and think it's a nice compliment to the food here. They also have other drink options if you don't like Horchata."", 'In Closing:', 'The cool thing about this place is the fact that you get ""Consomme"" with all the main food items on the menu. The menu also is simple enough that there shouldn\'t be any real issue trying everything on the menu in a few visits. As of right now, the projected grand opening for ""Carnes Jalisco"" is set for Tuesday July 14, 2020. A ""Taco Tuesday"" is I feel a totally fitting day to try them out when they re-open. So again, they\'re a small business trying to open and prosper in a trying time. So I totally recommend checking them out when they open and if you need further convencing search for them on ""Instagram"" I highly recommend them and can\'t wait till the grand opening.']"
"['Gabby T.', ""Elite '2020""]",['6/27/2020'],['5 star rating'],['Carnes Jalisco'],"[""Went to the soft opening to try a new local place out and it was amazing! I found my new go to spot. They are conveniently located right off the Solano exit. The tacos were packed with meat and the dipping sauce was FULL of flavor. I can't wait for them to have the official opening mid July to try the rest of the menu.""]"
['Mike C.'],['10/6/2020'],['4 star rating'],['Carnes Jalisco'],"[""A solid 4.3 stars. We've had this on our radar for a few weeks and finally found time last Friday as a family to get lunch. We ordered six tacos, two burritos, two sandwiches, two quesadillas and a shredded beef plate with rice and beans. Total for everything was $90. There were seven of us and we had enough leftovers for one more meal each. One thing that stood out as strange was that they only had beef that day. Not sure if they alternate between beef and chicken or they just ran out of chicken. The consomme came with each/ most of the dishes. Everything was very tasty but the standouts were the sandwiches and quesadillas. The sandwiches were made with a fried/ grilled cheese skirt that was awesome. The sandwich definitely soaked up the consomme very well and was the favorite of everyone. Quesadillas were huge and filled with beef and cheesy goodness. Everything was so good, I ate too much, too fast and had to take a nap afterwards. Perfect for a Friday afternoon. Then I woke up and had more food. Oink. "", ""This was our first foray into birria. We'll try some other places that offer it but will be back here again as the food and customer service were both excellent. Unfortunately, no pics as we devoured the food like koi in a pond when you throw bread into the water.""]"
['Gabriela P.'],['9/10/2020'],['5 star rating'],['Carnes Jalisco'],"['Great first time experience. I ordered a burrito and it was delicious and done quickly! Will definitely order again! ', 'Thank you!!!']"
['Jonathan L.'],['8/5/2020'],['4 star rating'],['Carnes Jalisco'],"['3.5 rounded up.', ""I had the beef dip sandwich and also tried the birria tacos. \xa0The sandwich was only $8, though its smaller than what it seemed in the picture. \xa0I wasn't a big fan of the type of cheese they used- it wasn't melty, it was like a block that was only a little soft. \xa0Consume was ok, not too oily but also not as deeply flavored as some other places. \xa0The tortillas for the tacos were pretty oily and a little soggy."", ""Overall not bad, though my I think the birria at JP's Tacos in Pleasant Hill was quite a bit better.""]"
['Jesse G.'],"['7/24/2020', '6/25/2020']","['5 star rating', '5 star rating']",['Carnes Jalisco'],"['The tacos \xa0are off the chain !! Love the birria tacos so glad this new business open up in the neighborhood!! Keep up the good work', 'Round 2 the beef drip sandwich is amazing comes with a consommé broth & has a kind of fried cheese !! Definitely became a believer after that sandwich! The Birria movement is here & loud in Concord.', 'The tacos \xa0are off the chain !! Love the birria tacos so glad this new business open up in the neighborhood!! Keep up the good work']"
['Frank L.'],['9/22/2020'],['5 star rating'],['Carnes Jalisco'],['I tried this spot out for the first time and was really impressed! The restaurant is sparkling clean and modern. They had a great menu of tacos and meat. Everything was tender and very flavorful. They also had great salsas and dips. I also enjoyed their cheesy taco options and they even offered a Keto taco!']
['C L.'],['8/1/2020'],['5 star rating'],['Carnes Jalisco'],['Simple menu. Bomb tacos. Satisfies any taco craving! Highly recommend and def worth trying!!']
['That G.'],['7/30/2020'],['5 star rating'],['Carnes Jalisco'],"[""This place ROCKS!!!!! That is a much needed addition to that shopping center. The tacos are legit. I've had both the chicken and the beef. This is a business I really want to thrive. I love the way the staff treats the customers and the food is always on point. It's not easy breaking into the taco scene and this spot made makes an impressive and immediate run towards the taco title. "", 'Blessed be the Carnegie Jalisco Tacos.']"
['Damien L.'],['8/6/2020'],['1 star rating'],['Carnes Jalisco'],"[""Wouldn't recommend this spot. I ordered the Beef Dip and a couple tacos and it seemed as if a grease bomb blew up in my order. Took 2 bites of whatever I ordered, packed everything up and tossed it. Wasn't even worth giving it a chance. If there was the ability to give it no stars I'd do it.""]"
['Danae B.'],['8/26/2020'],['5 star rating'],['Carnes Jalisco'],"[""Just tried their birria and quesabirria tacos and they're sooooo good! Good amount of meat and a good size taco. And a little more affordable than the few other places selling birria around here. Will definitely come back (:""]"
['Tyler K.'],['7/6/2020'],['5 star rating'],['Carnes Jalisco'],['The beef dip is the best! \xa0They use a French or sourdough style roll and the consume is amazing! \xa0One of the best in the area. \xa0The tacos with and without queso are bomb. \xa0The burrito delicious and heavy. \xa0Would get everything again!']
['Azalea M.'],['10/4/2020'],['5 star rating'],['Kansai - Concord'],"[""Sushi is fresh and delicious. \xa0I've ordered takeout several times during quarantine and never disappointed!""]"
['Happy S.'],['9/24/2020'],['5 star rating'],['Kansai - Concord'],"['I miss dining in here! I got take out tonight, and everything was delicious as usual. They have tables set up outside and under a tent. It is be nicely shaded during the day, and they light it up with string lights ay night.']"
"['Chriss L.', ""Elite '2020""]",['3/28/2020'],['5 star rating'],['Kansai - Concord'],"['Kansai is holding it down for us sushi roll lovers during coronavirus!', 'I ordered two rolls to go- the oakland roll- which is pure genius- shrimp AND unagi?!', ""And the pink lady roll- i actually forgot what this one had in it besides spicy tuna. I asked for jalapeño slices, because I doubted the spicy tuna would be spicy enough for me. Halfway thru the roll, I couldn't take it and had to remove the jalapeño! I hang my head in shame amongst my spicy loving comrades."", 'It was $28 for two rolls and a complimentary miso soup. Between my daughter and I we had trouble finishing the rolls- they were massive.', 'If you need sushi, call up kansai! They got you.']"
['Chris G.'],"['10/17/2020', '7/19/2018']","['1 star rating', '1 star rating']",['Kansai - Concord'],"[""Went here 3 x over 5 years. So here's my unadulterated opinion: 3 Stars service, -negative 2 stars on food"", '3 stars on decor & ambiance.', 'Sorry just telling the truth', 'Got fooled by the outrageous ratings', '0.5 Stars service, -4 stars on food', '4 stars on decor', 'Sorry just telling the truth', 'Got fooled by the ratings']"
"['Ángela J.', ""Elite '2020""]",['9/20/2020'],['2 star rating'],['Kansai - Concord'],"['Should have trusted the last reviews and the health score before dining here! It is always so disappointing to eat at a bad sushi place when you could be getting delicious and fresh fish at any other local spot for the same price. Our options were pretty limited on a late weekend night in Concord, so we still decided to give it a try.', 'Everything was pretty negative from start to finish. We got there, and even though a server saw us waiting for a table and it was mostly empty, they still took their time to sit us in their patio. When we got our plates and cups, we received a super sticky sake glass. We had to ask for another one, and at the same time we were doing it, we saw the couple behind us also complaining about a dirty water cup...', ""Like most reviews said, the sushi was just ok. The Kansai roll was good, but it was definitely not the freshest fish I've had. Before we left, we decided to ask for the free dessert with the Yelp check in. I showed the waiter the offer, but he was uncertain I had marked it as used, which was a little awkward. He still brought the dessert, and we were only able to eat a bite. We got strawberry mochi, and it tasted like it had been in their freezer for ages. Super icy and not chewy at all. It was pretty unpleasant."", 'I cannot think of a reason for coming back, sadly.']"
"['Alicia C.', ""Elite '2020""]",['9/20/2020'],['3 star rating'],['Kansai - Concord'],"[""My sister wanted some sushi for her birthday this year, but didn't want to just have take-out. So, she looked around for outdoor seating at sushi restaurants and found this place. "", ""We got three or four rolls and a tempura dinner. I absolutely loved the falvor and crunch of the tempura. It was great. The sushi was decent. I don't see myself travelling all the way to Concord again for sushi that I can get here in my neighborhood.""]"
"['Robert O.', ""Elite '2020""]",['8/15/2020'],['4 star rating'],['Kansai - Concord'],"[""Was in the area, and my family was in the mood for sushi. During these times, the inside dining isnt operating, but they do have takeout. Ordering is simple through the Yelp app, so I can't speak on any other avenues to order from here. It didnt take long for the order to be ready, the app tells you when it's ready, so you dont have to arrive sooner than expected and have to wait around."", 'You get a good amount of food for what you order. I believe you are given a side of miso soup for each roll that you order. You also receive wasabi, soy sauce, and ginger as well. We tried a couple of rolls, and I also got some chicken katsu and shrimp tempura.', 'Although I prefer to eat sushi on the spot, it was still pretty good after a 30 minute ride home. I do wish that the katsu was cut into bigger pieces, but they were still good.']"
"['Sepshmaie C.', ""Elite '2020""]",['8/26/2020'],['3 star rating'],['Kansai - Concord'],"[""We ordered take-out from Kansai & it was just okay. We got 4 different rolls- In & out, Kansai, John & Dream Gina. My complaint is that all of the rolls tasted very similar. Almost the same. The fish also didn't taste fresh. The portions of the rolls are definitely large compared to other sushi spots in the area, \xa0but it isn't worth going back for unfortunately.""]"
"['Denise H.', ""Elite '2020""]",['4/18/2020'],['2 star rating'],['Kansai - Concord'],"[""I was craving Japanese food and this place popped up on Door dash. I was pretty disappointed. Now to be clear, the food wasn't bad and the take out order came with 2 miso soups which was nice. But the sauce that came with the tempura was not what I knew as tempura sauce. It seemed like they took what might have been typical tempura sauce and put ginger and tempura batter bits in it? This happened to me at a Japanese spot in Walnut Creek once a few years ago, so not sure if this is a new type of tempura sauce I'm not aware of? In any case, I was not into it."", ' Also I got the spicy salmon hand roll and was surprised to find the salmon was cooked (not raw) and not spicy at all. Seemed more like a salmon skin roll to me.', 'I also got the Power Spider Roll which had soft shell crab with unagi and avocado. That was pretty tasty, but still bummed on how the rest of the order turned out. Will need to find a different Japanese place to order from for future cravings.']"
"['Robby T.', ""Elite '2020""]",['9/10/2020'],['5 star rating'],['Kansai - Concord'],"[""My boyfriend and I came to get some to go. I must say that the quality of this sushi is amazing. The thick cuts of salmon especially blew me away. I highly recommend getting the Katie 2 roll. You will not be disappointed. The lion King roll was one of the best Lion King rolls that I've ever had as well. Currently, they're only doing takeout at the moment but they make the orders efficiently and safely. I know that I'll be back!""]"
['Leo D.'],['9/4/2020'],['5 star rating'],['Kansai - Concord'],"['Love this place! \xa0I usually order for take out since the pandemic. \xa0The Kansas is the best, Tuna, Salmon, Hamachi topped with Unagi and \xa0avocado! \xa0 Parking is plentiful. \xa0Call in to save wait time and exposure to others. \xa0Outdoor seating starts 4pm. Not for lunch.']"
"['Lorissa W.', ""Elite '2020""]",['1/18/2020'],['1 star rating'],['Kansai - Concord'],"[""First time and awful experience at lunchtime today. \xa0First of all, there's a mix and match bento menu. \xa0There are three categories, one has several selections of different kinds of sashimi. For an extra 3 dollars, you can get two items from the same category. \xa0 I asked for double salmon sashimi. \xa0Salmon is one of the cheaper fishes in sushi. \xa0My bento came out with a missing seafood item that was replaced with an orange! \xa0The waitress told me that my other salmon item was coming out. \xa0We got miso soup and both were barely half full."", ""My third bento item never came out and the waitress said she just found out that I cannot order the same item twice even if it's in the same category and I am paying an extra 3 dollars. \xa0I asked what tastes like salmon. \xa0The waitress suggested tuna so finally after a long wait, the tuna comes out and it's dark, like parts of it was almost black. \xa0I ate one piece and it tasted like blood, I wanted to throw up. \xa0We didn't finish this tuna. \xa0I told the waitress to let the chef know about this but no one ever addressed this problem. \xa0They just acted like nothing happened. \xa0"", ""Don't come here! \xa0Their sashimi isn't fresh and my partner felt sick after. \xa0He had more tuna than I did. \xa0This restaurant has no idea how to operate a business or how to treat customers. \xa0We will never return.""]"
"['Vixen C.', ""Elite '2020""]",['1/23/2020'],['4 star rating'],['Kansai - Concord'],"[""One of my girlfriends and I share birthdays in January. We decided to have lunch at Kansai to celebrate since we don't see each other very often. Kansai has awesome lunch specials so we knew this was an ideal spot for good food and catching up. Plus it's located in Park 'N' Shop where there's plenty of parking if you get there early enough!"", ""Our server was very pleasant and quickly brought us to our table. Nice ambiance with modern decor. Complimentary miso soup and edamame were given to us while we looked through the menu. The wait time wasn't bad...maybe 20 minutes for our food to come out considering the booths were filling up."", 'We opted for the two and three-item combos. I had the beef short ribs and shiro maguro sashimi (rich, buttery melt-in-your-mouth deliciousness!) and my girlfriend ordered the same but added chicken katsu for $2 more. There was so much katsu so she let me have a few pieces. The chicken was moist and crunchy, and the addition of sesame seeds made it over the top delectable. The short ribs (galbi) were flavorful (perhaps marinated overnight). Some places steam their short ribs and while tender, have a weird gummy texture. Ick! \xa0But not these. These were yummy! ', 'Boy you get a lot of food here and the prices are very reasonable. I need to add this restaurant to my monthly weekend rotation!']"
"['Katherine C.', ""Elite '2020""]",['5/24/2020'],['4 star rating'],['Kansai - Concord'],"[""Ordered some sushi via DD. It took a while, but DD warned me that it was peak time and there might be delays. The sushi was good. I thought the fish tasted fresh and the pieces were rolled nice and tight. The prices have always been affordable here. I knocked off one star because I asked a side of Unagi sauce for my 49er Roll and there was none to be found. I do like that they give you miso soup even if you don't order a dinner or bento. They are open late so if you're like me and you want to eat sushi in bed, they close at 11pm!""]"
['Jasmine C.'],['8/21/2020'],['3 star rating'],['Kansai - Concord'],"['I placed a delivery order. When the order arrived, one of my rolls wasnt delivered. I called, they told me id have to order a new roll and then dispute the transaction with my bank. I dont recommend having it delivered. ', 'The food itself is actually very good. If youre going to do pickup or dine in, i definitely recommend it!! I just dont recommend it delivery. ', 'I']"
"['Bob K.', ""Elite '2020""]",['12/21/2019'],['3 star rating'],['Kansai - Concord'],"['SUMMARY: \xa0Good atmosphere for large parties and to view sports. \xa0Everything else was mediocre to good. \xa0Food for us was listless and nothing really stood out. \xa03.5/5', ""BACKGROUND: We've been to this place when it was an AYCE but under a different name. \xa0We decided to try again to see if the new owners improved things."", 'FOOD (3/5)', ""Because I had sushi the night before, I decided to order a tempura plate and a salmon skin hand roll. Wife ordered as sashimi plate. \xa0As for my food, the coating on my tempura was off. \xa0Hard to describe, but I've had much better. \xa0It wasn't bad, wasn't outstanding. \xa0The side salad was great though esp. the dressing. \xa0As for my salmon skin hand roll, it was not prepared well and didn't taste all that good. \xa0Salmon skin was not crispy so I wondered if I got someone else's scraps. \xa0"", 'Wife said her sashimi was not fresh. \xa0I had a piece of her white fish and I agreed. \xa0The fish in general on that plate was listless. \xa02/5.', 'SERVICE (5/5)', 'The two guys waiting on us (seemed like they were rotating) were really good and friendly to boot. \xa0', 'RETURN VISIT?', 'Based on this first time experience, maybe but in a large group for a sports game viewing party but not by ourselves.']"
['Dee C.'],['9/24/2020'],['4 star rating'],['Kansai - Concord'],"['Shout out to Kansai for accepting online orders. I was craving sushi and did not feel like making a phone call so the convenience of ordering via Yelp is one of the reasons I decided to check this place out. ', 'I ordered and paid online so all I had to go was pick up my sushi with minimal contact. ', ""Once inside there was a few people waiting for their orders but everyone was socially distanced. There are two separate lines, one for doordash and grubhub orders and another for everyone else. I actually love that because it's really considerate of everyone's time so here's a bonus star for your thoughtfulness Kansai! "", ""Now I'm usually a simple gal who goes for sashimi, give me salmon sashimi and give it to me raw. But this day I was feeling a little sassy and decided to order something saucy, spicy and deep fried from the special roll menu. "", 'I went with the Ryan, Dream Gina and Lion King Roll.', 'Ryan: deep fried shrimp tempura, imitation crab topped with salmon avocado and fish egg, spicy sauce. Huge portion but salmon could have been more fresh 7/10', 'Dream Gina: deep fried shrimp tempura, cream cheese, fish egg topped with tuna and avocado. Indulgent and rich, a big a fan of this roll \xa08/10', 'Lion King: Typical lion king roll which is your basic CA roll topped with salmon and baked. A huge roll and they were quite generous with the sauce. 10/10', 'Along with every order they give you complimentary miso soup!', ""With the convenience of online ordering, huge portions and more affordable pricing compared to their fellow sushi counterparts, Kansai is definitely a spot to check out. While I would not suggest ordering sashimi or a roll with only raw fish from here, I would definitely come back here when I'm craving a deep fried or baked roll."", ""If you're looking sushi on a budget, I suggest you give Kansai a shot!""]"
['Russell M.'],['8/7/2020'],['1 star rating'],['Kansai - Concord'],"[""Tried to sit in the outdoor dining area but they don't allow for high chairs or booster seats. \xa0Things like this will be remembered in better times. \xa0"", 'There is nothing in the health code prohibiting offering high chairs or booster seats - this is just lack of accommodation on behalf of management.']"
"['Christine S.', ""Elite '2020""]",['5/4/2020'],['4 star rating'],['Kansai - Concord'],"[""I ordered a Lion King and an order of cucumber sunomono. Both were very good! I love a good, vinegary sunomono! However, the roll was torched just a little too much. Lol. I don't think it should've been black. However, still tasted very good! No complaints on taste. It was a nice little surprise to get a free miso soup, though! Thank you guys for that. I'd be happy to return to Kansai!""]"
['Lexi R.'],['4/20/2020'],['2 star rating'],['Kansai - Concord'],"[""Hey so I'm a dasher for DoorDash and i waited 15+ minutes and they said my customer's order was coming up. Then they tell me another 5+ minutes later that some other dasher came for that order 15+ minutes ago. HOW?? I've been here that long I hadn't seen anyone."", 'So I contact my customer and let them know and they said no they have not dealt with anyone except me as their dasher and they never receive their order from anyone else.', ""I tell the lady and she goes 'ugh' and I asked politely how long will it be and she rudely says it'll be ready. I ask again how long and she says 10 -15 mins. "", ""On top of waiting 30 minutes I just can't believe the rudeness of customer service. I do understand it's a rough time with quarantine. But you have to respect the customer, and now I affected MY customer's day on DoorDash because of her attitude and lack of understanding of my order. \xa0"", ""This is me politely saying, be kind, and it will get you a lot further. Everyone has bad days but just put a smile on to make everyone's day a little easier."", 'Ok rant over. ', 'Sending love to all you in quarantine!!!']"
"['Brianna F.', ""Elite '2020""]",['9/23/2020'],['5 star rating'],['The Hideout Kitchen'],"[""We love this spot. It really is a hidden gem tucked away off Mt. Diablo Blvd. We came here on Sunday on a whim. Weekend brunch is pretty popular here so we anticipated having to wait a bit. I haven't been here in a while, because they definitely upgraded and expanded their outdoor space to accommodate more patrons during COVID. The tables are well apart but they were able to fit a good amount of tables out in front. Eating outside here is always nice because of the big trees that shade the space."", ""They have a wide variety of brunch items, may of which I have tried already. On this last visit, I was feeling more like lunch so I got the smoked brisket panini with tater tots. The brisket meat didn't have a super smokey taste but it was perfectly tender- easy to bite into and enjoy. The fixings paired perfectly with the brisket, especially the lemon aioli. Yum. And the bread was fresh, not hard or stale tasting. The sandwich held up well. The tater tots were super crispy, slightly seasoned, and delicious, just the way I like it!"", 'The entire staff wore masks. Our waiter was excellent and very good about checking on us periodically to offer us drink refills. ', 'The Hideout has mastered the combination of great quality food and outdoor dining. They were awesome pre-COVID, but I especially appreciate what they have to offer now.']"
"['Jenna T.', ""Elite '2020""]",['8/24/2020'],['5 star rating'],['The Hideout Kitchen'],"[""Hidden behind another building, but a very cute outdoor area. They had music playing and the tables were well distanced. It gets really hot, but they do have umbrellas to provide some shade. They no longer do hashbrowns but have tater tots instead. Their portions are very generous as well. The staff is very accommodating and attentive. Come here early as the wait gets longer as the day goes on. We got here a little after opening hours and didn't have to wait at all, but by noon hit, there were families waiting for tables."", ""Park on the street or in their parking lot, either way, it shouldn't be a challenge. All operations are COVID safe.""]"
